OfficeID,OfficeName,LanguageID,LanguageName,BookmarkName,Translation,OfficeElement
29,"Rome",1,English (UK),bmkOfficeDisclaimer,"Milan Office: Via Manzoni, 41-43; 20121 Milan (tel +39 02 2904 91; fax +39 02 2904 9333)
Rome Office: Corso Vittorio Emanuele II, 284; 00186 Rome (tel +39 06 6842 71; fax +39 06 6842 7333)",Disclaimer
29,"Rome",4,Italian,bmkOfficeDisclaimer,"Ufficio di Milano: Via Manzoni, 41-43; 20121 Milano (tel +39 02 2904 91, fax +39 02 2904 9333)
Ufficio di Roma: Corso Vittorio Emanuele II, 284; 00186 Roma (tel +39 06 6842 71, fax +39 06 6842 7333)",Disclaimer
30,"Bangkok",1,English (UK),bmkOfficeDisclaimer,"Allen & Overy (Thailand) Co., Ltd. is affiliated with Allen & Overy LLP, a limited liability partnership registered in England and Wales with registered office at One Bishops Square, London E1 6AD.",Disclaimer
33,"Singapore - ASSPL",1,English (UK),bmkOfficeDisclaimer,"Allen & Overy (Asia) Pte Ltd Company Registration No. 200804581W",Disclaimer
34,"Düsseldorf",1,English (UK),bmkOfficeDisclaimer,"Allen & Overy LLP is a limited liability partnership registered in England and Wales with registered number OC306763. It is authorised and regulated by the Solicitors Regulation Authority of England and Wales. The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications. A list of the members of Allen & Overy LLP and of the non-members who are designated as partners is open to inspection at its registered office, One Bishops Square, London E1 6AD and at the above address.",Disclaimer
34,"Düsseldorf",6,German,bmkOfficeDisclaimer,"Die Allen & Overy LLP ist eine in England und Wales unter der Nummer OC306763 eingetragene Limited Liability Partnership englischen Rechts. Sie ist von der Solicitors Regulation Authority of England and Wales zugelassen und untersteht deren Aufsicht. Jeder Hinweis auf Partner bezieht sich auf einen Gesellschafter der Allen & Overy LLP oder einen Mitarbeiter oder Berater mit gleichwertigem Status und gleichwertiger Qualifikation. Eine Liste der Gesellschafter der Allen & Overy LLP sowie der als Partner bezeichneten Personen, die nicht Gesellschafter sind, kann am Sitz der Gesellschaft, One Bishops Square, London, E1 6AD, oder in jedem deutschen Büro eingesehen werden.",Disclaimer
35,"Riyadh",1,English (UK),bmkOfficeDisclaimer,"Abdulaziz AlGasim Law Firm  Licence No 129/23 dated 14/09/1423H (corresponding to 19 November 2002)",Disclaimer
36,"Abu Dhabi",1,English (UK),bmkOfficeDisclaimer,"Allen & Overy LLP is a limited liability partnership registered in England and Wales with registered number OC306763. It is authorised and regulated by the Solicitors Regulation Authority of England and Wales. The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications. A list of the members of Allen & Overy LLP and of the non-members who are designated as partners is open to inspection at its registered office, One Bishops Square, London E1 6AD and at the above address.",Disclaimer
38,"Munich",1,English (UK),bmkOfficeDisclaimer,"Allen & Overy LLP is a limited liability partnership registered in England and Wales with registered number OC306763. It is authorised and regulated by the Solicitors Regulation Authority of England and Wales. The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications. A list of the members of Allen & Overy LLP and of the non-members who are designated as partners is open to inspection at its registered office, One Bishops Square, London E1 6AD and at the above address.",Disclaimer
38,"Munich",6,German,bmkOfficeDisclaimer,"Die Allen & Overy LLP ist eine in England und Wales unter der Nummer OC306763 eingetragene Limited Liability Partnership englischen Rechts. Sie ist von der Solicitors Regulation Authority of England and Wales zugelassen und untersteht deren Aufsicht. Jeder Hinweis auf Partner bezieht sich auf einen Gesellschafter der Allen & Overy LLP oder einen Mitarbeiter oder Berater mit gleichwertigem Status und gleichwertiger Qualifikation. Eine Liste der Gesellschafter der Allen & Overy LLP sowie der als Partner bezeichneten Personen, die nicht Gesellschafter sind, kann am Sitz der Gesellschaft, One Bishops Square, London, E1 6AD, oder in jedem deutschen Büro eingesehen werden.",Disclaimer
40,"Doha",1,English (UK),bmkOfficeDisclaimer,"Allen & Overy LLP - QFC Branch is licensed by the Qatar Financial Centre Authority and is a registered branch of Allen & Overy LLP, a limited liability partnership registered in England and Wales with registered number OC306763. Allen & Overy LLP is authorised and regulated by the Solicitors Regulation Authority of England and Wales. The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications. A list of the members of Allen & Overy LLP and of the non-members who are designated as partners is open to inspection at its registered office, One Bishops Square, London E1 6AD and at the above address.",Disclaimer
42,"Athens",1,English (UK),bmkOfficeDisclaimer,"Allen & Overy (Greece) LLP is affiliated with Allen & Overy LLP, a limited liability partnership registered in England and Wales.  Allen & Overy (Greece) LLP is a limited liability partnership registered in England and Wales with registered number OC338682 and its registered office at One Bishops Square, London E1 6AD.  A list of the members of Allen & Overy (Greece) LLP is open to inspection at its registered office.",Disclaimer
42,"Athens",16,Greek,bmkOfficeDisclaimer,"Η Allen & Overy (Greece) LLP είναι μέλος της Allen & Overy LLΡ, συνεταιρισμού περιορισμένης ευθύνης εγγεγραμένου στην Αγγλία και Ουαλία. Η Allen & Overy (Greece) LLP είναι συνεταιρισμός περιορισμένης ευθύνης εγγεγραμένος στην Αγγλία και Ουαλία με αριθμό καταχώρησης OC338682 και η επίσημη έδρα της εταιρείας είναι στην One Bishops Square, London E1 6AD. Κατάλογος των μελών της Allen & Overy (Greece) LLP βρίσκεται προς έλεγχο στην έδρα της εταιρείας.",Disclaimer
43,"São Paulo",1,English (UK),bmkOfficeDisclaimer,"Allen & Overy LLP - Consultores em Direito Estrangeiro/Direito Norte-Americano is affiliated with Allen & Overy LLP, a limited liability partnership registered in England and Wales. Allen & Overy LLP - Consultores em Direito Estrangeiro/Direito Norte-Americano is a firm of consultants on foreign law in Brazil governed by the provisions of Law No. 8,906, of 4 July 1994, Ordinance No.91 of the Federal Council of the Brazilian Bar Association of 13 March 2000, and other applicable legal and regulatory provisions, with its head office in the City of São Paulo, State of São Paulo, Brazil at Rua das Olimpíadas, nr 100, 10° andar, Vila Olímpia, CEP 04551-000.",Disclaimer
43,"São Paulo",17,Portuguese (Brazil),bmkOfficeDisclaimer,"Allen & Overy LLP – Consultores em Direito Estrangeiro/Direito Norte Americano é afiliado a Allen & Overy LLP, uma sociedade por quotas de responsabilidade limitada registrada na Inglaterra e no País de Gales.  Allen & Overy LLP – Consultores em Direito Estrangeiro /Direito Norte-Americano é uma firma de consultores em lei estrangeira no Brasil regida pelas previsões da lei N°. 8,906, de 04 de Julho, 1994, artigo N°.91 do Conselho Federal da Ordem dos Advogados do Brasil de 13 de Março de 2000, e outras previsões legais e regulatórias aplicáveis, com seu escritório na cidade de São Paulo, Estado de São Paulo, Brasil na Rua das Olimpíadas, nr 100, 10° andar, Vila Olímpia, CEP 04551-000.",Disclaimer
45,"Sydney - Admin",1,English (UK),bmkOfficeDisclaimer,"Allen & Overy (Australia) Pty Ltd is registered under ACN (Australia Company Number) 141 736 503 and acts as trustee for Allen & Overy (Australia) Discretionary Trust with ABN:80924077021.",Disclaimer
45,"Sydney - Admin",15,English (AUS),bmkOfficeDisclaimer,"Allen & Overy (Australia) Pty Ltd is registered under ACN (Australia Company Number) 141 736 503 and acts as trustee for Allen & Overy (Australia) Discretionary Trust with ABN:80924077021.",Disclaimer
46,"Perth - Admin",1,English (UK),bmkOfficeDisclaimer,"Allen & Overy (Australia) Pty Ltd is registered under ACN (Australia Company Number) 141 736 503 and acts as trustee for Allen & Overy (Australia) Discretionary Trust ABN:80924077021.",Disclaimer
46,"Perth - Admin",15,English (AUS),bmkOfficeDisclaimer,"Allen & Overy (Australia) Pty Ltd is registered under ACN (Australia Company Number) 141 736 503 and acts as trustee for Allen & Overy (Australia) Discretionary Trust ABN:80924077021.",Disclaimer
47,"Sydney - Law",1,English (UK),bmkOfficeDisclaimer,"Allen & Overy is affiliated with Allen & Overy LLP, a limited liability partnership registered in England and Wales with registered office at One Bishops Square London E1 6AD.",Disclaimer
47,"Sydney - Law",15,English (AUS),bmkOfficeDisclaimer,"Allen & Overy is affiliated with Allen & Overy LLP, a limited liability partnership registered in England and Wales with registered office at One Bishops Square London E1 6AD.",Disclaimer
48,"Perth - Law",1,English (UK),bmkOfficeDisclaimer,"Allen & Overy is affiliated with Allen & Overy LLP, a limited liability partnership registered in England and Wales with registered office at One Bishops Square London E1 6AD.",Disclaimer
48,"Perth - Law",15,English (AUS),bmkOfficeDisclaimer,"Allen & Overy is affiliated with Allen & Overy LLP, a limited liability partnership registered in England and Wales with registered office at One Bishops Square London E1 6AD.",Disclaimer
49,"Mannheim",1,English (UK),bmkOfficeDisclaimer,"Allen & Overy LLP is a limited liability partnership registered in England and Wales with registered number OC306763. It is authorised and regulated by the Solicitors Regulation Authority of England and Wales. The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications. A list of the members of Allen & Overy LLP and of the non-members who are designated as partners is open to inspection at its registered office, One Bishops Square, London E1 6AD and at the above address.",Disclaimer
49,"Mannheim",6,German,bmkOfficeDisclaimer,"Die Allen & Overy LLP ist eine in England und Wales unter der Nummer OC306763 eingetragene Limited Liability Partnership englischen Rechts. Sie ist von der Solicitors Regulation Authority of England and Wales zugelassen und untersteht deren Aufsicht. Jeder Hinweis auf Partner bezieht sich auf einen Gesellschafter der Allen & Overy LLP oder einen Mitarbeiter oder Berater mit gleichwertigem Status und gleichwertiger Qualifikation. Eine Liste der Gesellschafter der Allen & Overy LLP sowie der als Partner bezeichneten Personen, die nicht Gesellschafter sind, kann am Sitz der Gesellschaft, One Bishops Square, London, E1 6AD, oder in jedem deutschen Büro eingesehen werden.",Disclaimer
50,"Jakarta",1,English (UK),bmkOfficeDisclaimer,"Ginting & Reksodiputro (G&R), in association with Allen & Overy LLP, The Energy Building 15th Floor, Sudirman Central Business District Lot 11A, JI Jend Sudirman Kav 52-53, Jakarta 12190, Indonesia. Tel:+62 (0)21 2995 1700 Fax:+62 (0)21 2995 1799.",Disclaimer
50,"Jakarta",14,English (US),bmkOfficeDisclaimer,"Ginting & Reksodiputro (G&R), in association with Allen & Overy LLP, The Energy Building 15th Floor, Sudirman Central Business District Lot 11A, JI Jend Sudirman Kav 52-53, Jakarta 12190, Indonesia. Tel:+62 (0)21 2995 1700 Fax:+62 (0)21 2995 1799.",Disclaimer
54,"A&O Holdings",1,English (UK),bmkOfficeDisclaimer,"Allen & Overy (Holdings) Limited is a limited company registered in England and Wales with registered number 07462870.  It is authorised and regulated by the Solicitors Regulation Authority of England and Wales.  The term partner is used to refer to a director of Allen & Overy (Holdings) Limited or an employee or consultant with equivalent standing and qualifications.  A list of the directors of Allen & Overy (Holdings) Limited is open to inspection at its registered office, One Bishops Square, London E1 6AD.",Disclaimer
57,"Belfast - Law",1,English (UK),bmkOfficeDisclaimer,"Allen & Overy LLP is a limited liability partnership registered in England and Wales with registered number OC306763.  It is authorised and regulated by the Solicitors Regulation Authority of England and Wales.  The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications.  A list of the members of Allen & Overy LLP and of the non-members who are designated as partners is open to inspection at its registered office, One Bishops Square, London E1 6AD.",Disclaimer
58,"Belfast - Admin",1,English (UK),bmkOfficeDisclaimer,"Allen & Overy (SSF) Limited is a limited company registered in England and Wales with registered number 07462843 and its registered office at One Bishops Square, London E1 6AD.",Disclaimer
59,"Washington, D.C.",14,English (US),bmkOfficeDisclaimer,"Allen & Overy LLP is a limited liability partnership registered in England and Wales with registered number OC306763. It is authorized and regulated by the Solicitors Regulation Authority of England and Wales. The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications. A list of the members of Allen & Overy LLP and of the non-members who are designated as partners is open to inspection at its registered office, One Bishops Square, London E1 6AD.",Disclaimer
61,"Casablanca",1,English (UK),bmkOfficeDisclaimer,"Naciri & Associés Allen & Overy is a partnership regulated by the Casablanca Bar.",Disclaimer
61,"Casablanca",2,French,bmkOfficeDisclaimer,"Naciri & Associés Allen & Overy est une association d'avocats soumise aux règles du Barreau de Casablanca.",Disclaimer
64,"Singapore - AOA",1,English (UK),bmkOfficeDisclaimer,"Allen & Overy (Asia) Pte Ltd Company Registration No. 200804581W",Disclaimer
65,"Singapore",1,English (UK),bmkOfficeDisclaimer,"Allen & Overy LLP is registered in Singapore with Unique Entity Number T04FC6518D.",Disclaimer
66,"Istanbul - Admin",1,English (UK),bmkOfficeDisclaimer,"AO Büro Destek Hizmetleri Limited Şirketi is a limited liability company incorporated in Turkey with registered number 806379.",Disclaimer
66,"Istanbul - Admin",18,Turkish,bmkOfficeDisclaimer,"",Disclaimer
67,"Istanbul - Law",1,English (UK),bmkOfficeDisclaimer,"Allen & Overy Danışmanlık Hizmetleri Avukatlık Ortaklığı is a foreign attorney partnership formed under Turkish Attorneyship Law and registered with the Istanbul Bar to provide consultancy services on international and foreign law.  Registered address: Buyukdere Caddesi No 209, Tekfen Tower, Kat 8, Office: 805, 4. Levent 34394 Istanbul, Turkey, Tel: +90 212 371 8595, Fax: +90 212 371 8598, www.allenovery.com.",Disclaimer
67,"Istanbul - Law",18,Turkish,bmkOfficeDisclaimer,"",Disclaimer
68,"Ho Chi Minh City",1,English (UK),bmkOfficeDisclaimer,"Allen & Overy Legal (Vietnam) Limited Liability Company (establishment licence 97/BTP/GP granted on 8th May 2012) has the abbreviated name of Allen & Overy Legal (Vietnam).  The main office in Ho Chi Minh City is registered under business registration number 57/TP/DKHD and its branch office in Hanoi (establishment license 98/BTP/GP granted on 8th May 2012) is registered under business registration number 45/TP/DKHD. Allen & Overy Legal (Vietnam) Limited Liability Company is affiliated with Allen & Overy LLP, a limited liability partnership registered in England and Wales with registered office at One Bishops Square, London E1 6AD.",Disclaimer
68,"Ho Chi Minh City",19,Vietnamese,bmkOfficeDisclaimer,"Công Ty Luật TNHH Allen & Overy (Việt Nam) (được thành lập theo giấy phép số: 97/BTP/GP, cấp ngày 8 tháng 5 năm 2012) có tên viết tắt là Allen & Overy Legal (Vietnam).  Trụ sở chính của công ty tại thành phố Hồ Chí Minh được đăng ký theo giấy chứng nhận đăng ký kinh doanh số: 57/TP/ĐKHĐ và văn phòng chi nhánh của công ty tại Hà Nội (giấy phép thành lập số: 98/BTP/GP, cấp ngày 8 tháng 5 năm 2012) được đăng ký theo giấy chứng nhận đăng ký kinh doanh số: 45/TP/ĐKHĐ. Công ty Luật TNHH Allen & Overy (Việt Nam) là công ty con của Allen & Overy LLP, một công ty hợp danh trách nhiệm hữu hạn đăng ký tại Anh và Xứ Wales có trụ sở đăng ký tại One Bishops Square, London E1 6AD. 
",Disclaimer
69,"Hanoi",1,English (UK),bmkOfficeDisclaimer,"Allen & Overy Legal (Vietnam) Limited Liability Company (establishment licence 97/BTP/GP granted on 8th May 2012) has the abbreviated name of Allen & Overy Legal (Vietnam).  The main office in Ho Chi Minh City is registered under business registration number 57/TP/DKHD and its branch office in Hanoi (establishment license 98/BTP/GP granted on 8th May 2012) is registered under business registration number 45/TP/DKHD. Allen & Overy Legal (Vietnam) Limited Liability Company is affiliated with Allen & Overy LLP, a limited liability partnership registered in England and Wales with registered office at One Bishops Square, London E1 6AD.",Disclaimer
69,"Hanoi",19,Vietnamese,bmkOfficeDisclaimer,"Công Ty Luật TNHH Allen & Overy (Việt Nam) (được thành lập theo giấy phép số: 97/BTP/GP, cấp ngày 8 tháng 5 năm 2012) có tên viết tắt là Allen & Overy Legal (Vietnam).  Trụ sở chính của công ty tại thành phố Hồ Chí Minh được đăng ký theo giấy chứng nhận đăng ký kinh doanh số: 57/TP/ĐKHĐ và văn phòng chi nhánh của công ty tại Hà Nội (giấy phép thành lập số: 98/BTP/GP, cấp ngày 8 tháng 5 năm 2012) được đăng ký theo giấy chứng nhận đăng ký kinh doanh số: 45/TP/ĐKHĐ. Công ty Luật TNHH Allen & Overy (Việt Nam) là công ty con của Allen & Overy LLP, một công ty hợp danh trách nhiệm hữu hạn đăng ký tại Anh và Xứ Wales có trụ sở đăng ký tại One Bishops Square, London E1 6AD. ",Disclaimer
70,"Istanbul GE - Admin",1,English (UK),bmkOfficeDisclaimer,"Gedik & Eraksoy Avukatlık Ortaklığı is a Turkish attorney partnership formed under Turkish Attorneyship Law and registered with the Istanbul Bar to provide legal services in relation to Turkish law. Registered address: Kanyon Ofis Binasi, 6th Floor, Office #1015, Büyükdere Caddesi No: 185, TR-34394 Levent Istanbul, Turkey, Tel: +90 212 371 2950, Fax: +90 212 371 2955, http://www.gedikeraksoy.com/.",Disclaimer
70,"Istanbul GE - Admin",18,Turkish,bmkOfficeDisclaimer,"Gedik & Eraksoy Avukatlık Ortaklığı, Avukatlık Kanunu uyarınca kurulmuştur ve İstanbul Barosu'nun Avukatlık Ortaklığı Sicili'ne Kanyon Ofis Binası, Kat 6, Ofis No.: 1015, Büyükdere Caddesi No.: 185, TR-34394 Levent Istanbul, Türkiye, Tel: +90 212 371 2950, Faks: +90 212 371 2955, http://www.gedikeraksoy.com/ ile kayıtlıdır.",Disclaimer
71,"Istanbul GE - Law",1,English (UK),bmkOfficeDisclaimer,"Gedik & Eraksoy Avukatlık Ortaklığı is a Turkish attorney partnership formed under Turkish Attorneyship Law and registered with the Istanbul Bar to provide legal services in relation to Turkish law. Registered address: Kanyon Ofis Binasi, 6th Floor, Office #1015, Büyükdere Caddesi No: 185, TR-34394 Levent Istanbul, Turkey, Tel: +90 212 371 2950, Fax: +90 212 371 2955, http://www.gedikeraksoy.com/.",Disclaimer
71,"Istanbul GE - Law",18,Turkish,bmkOfficeDisclaimer,"Gedik & Eraksoy Avukatlık Ortaklığı, Avukatlık Kanunu uyarınca kurulmuştur ve İstanbul Barosu'nun Avukatlık Ortaklığı Sicili'ne Kanyon Ofis Binası, Kat 6, Ofis No.: 1015, Büyükdere Caddesi No.: 185, TR-34394 Levent Istanbul, Türkiye, Tel: +90 212 371 2950, Faks: +90 212 371 2955, http://www.gedikeraksoy.com/ ile kayıtlıdır.",Disclaimer
1,"Amsterdam",1,English (UK),bmkOfficeInformation,"Allen & Overy LLP is a limited liability partnership registered in England and Wales with registered number OC306763. It is authorised and regulated by the Solicitors Regulation Authority of England and Wales. The term partner is used in relation to Allen & Overy LLP to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications.  A list of the members of Allen & Overy LLP and of the non-members who are designated as partners is open to inspection at its registered office, One Bishops Square, London E1 6AD and at the above address.",OfficeInfo
2,"Antwerp",1,English (UK),bmkOfficeInformation,"Enterprise number/VAT number: BE 0865 011 356 RPM/RPR Brussels",OfficeInfo
2,"Antwerp",6,German,bmkOfficeInformation,"Unternehmensnummer/Umsatzsteuernummer: BE 0865 011 356 RPM/RPR Brüssel",OfficeInfo
2,"Antwerp",7,Dutch (Belgium),bmkOfficeInformation,"Ondernemingsnummer/BTW-nummer: BE 0865 011 356 RPM/RPR Brussel",OfficeInfo
2,"Antwerp",8,French (Belgium),bmkOfficeInformation,"Numéro d'entreprise/numéro TVA: BE 0865 011 356 RPM/RPR Bruxelles",OfficeInfo
3,"Beijing",1,English (UK),bmkOfficeInformation,"Allen & Overy LLP, Beijing office is not qualified to advise on PRC Law.",OfficeInfo
4,"Budapest",1,English (UK),bmkOfficeInformation,"Allen & Overy LLP is a limited liability partnership registered in England and Wales with registered number OC306763. It is authorised and regulated by the Solicitors Regulation Authority of England and Wales. The term partner is used in relation to Allen & Overy LLP to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications.  A list of the members of Allen & Overy LLP and of the non-members who are designated as partners is open to inspection at its registered office, One Bishops Square, London E1 6AD and at the above address.",OfficeInfo
5,"Bratislava",1,English (UK),bmkOfficeInformation,"Allen & Overy Bratislava, s.r.o. is registered in the Commercial Register of the District Court Bratislava 1, Section Sro, insert No. 28828/B. Identification No. 35 857 897.
Allen & Overy Bratislava, s.r.o. je zapísaná v obchodnom registri Okresného súdu Bratislava 1, oddiel: Sro. vložka číslo 28828/B IČO 35 857 897.",OfficeInfo
5,"Bratislava",3,Slovak,bmkOfficeInformation,"Allen & Overy Bratislava, s.r.o. je zapísaná v obchodnom registri Okresného súdu Bratislava 1, oddiel: Sro. vložka číslo 28828/B IČO 35 857 897.",OfficeInfo
6,"Brussels",1,English (UK),bmkOfficeInformation,"Enterprise number/VAT number: BE 0865 011 356 RPM/RPR Brussels",OfficeInfo
6,"Brussels",6,German,bmkOfficeInformation,"Unternehmensnummer/Umsatzsteuernummer: BE 0865 011 356 RPM/RPR Brüssel",OfficeInfo
6,"Brussels",7,Dutch (Belgium),bmkOfficeInformation,"Ondernemingsnummer/BTW-nummer: BE 0865 011 356 RPM/RPR Brussel",OfficeInfo
6,"Brussels",8,French (Belgium),bmkOfficeInformation,"Numéro d'entreprise/numéro TVA: BE 0865 011 356 RPM/RPR Bruxelles",OfficeInfo
7,"Dubai",1,English (UK),bmkOfficeInformation,"Allen & Overy LLP is a limited liability partnership registered in England and Wales with registered number OC306763. It is authorised and regulated by the Solicitors Regulation Authority of England and Wales. The term partner is used in relation to Allen & Overy LLP to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications.  A list of the members of Allen & Overy LLP and of the non-members who are designated as partners is open to inspection at its registered office, One Bishops Square, London E1 6AD and at the above address.",OfficeInfo
8,"Frankfurt",1,English (UK),bmkOfficeInformation,"Allen & Overy LLP is a limited liability partnership registered in England and Wales with registered number OC306763. It is authorised and regulated by the Solicitors Regulation Authority of England and Wales. The term partner is used in relation to Allen & Overy LLP to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications.  A list of the members of Allen & Overy LLP and of the non-members who are designated as partners is open to inspection at its registered office, One Bishops Square, London E1 6AD and at the above address.",OfficeInfo
9,"Hong Kong - Law",1,English (UK),bmkOfficeInformation,"Allen & Overy LLP is a limited liability partnership registered in England and Wales with registered number OC306763. It is authorised and regulated by the Solicitors Regulation Authority of England and Wales. The term partner is used in relation to Allen & Overy LLP to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications.  A list of the members of Allen & Overy LLP and of the non-members who are designated as partners is open to inspection at its registered office, One Bishops Square, London E1 6AD and at the above address.",OfficeInfo
10,"London",1,English (UK),bmkOfficeInformation,"Allen & Overy LLP is a limited liability partnership registered in England and Wales with registered number OC306763. It is authorised and regulated by the Solicitors Regulation Authority of England and Wales. The term partner is used in relation to Allen & Overy LLP to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications.  A list of the members of Allen & Overy LLP and of the non-members who are designated as partners is open to inspection at its registered office, One Bishops Square, London E1 6AD and at the above address.",OfficeInfo
12,"Luxembourg Office",1,English (UK),bmkOfficeInformation,"Allen & Overy LLP is a limited liability partnership registered in England and Wales with registered number OC306763. It is authorised and regulated by the Solicitors Regulation Authority of England and Wales. The term partner is used in relation to Allen & Overy LLP to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications.  A list of the members of Allen & Overy LLP and of the non-members who are designated as partners is open to inspection at its registered office, One Bishops Square, London E1 6AD and at the above address.",OfficeInfo
13,"Madrid",1,English (UK),bmkOfficeInformation,"Allen & Overy LLP is a limited liability partnership registered in England and Wales with registered number OC306763. It is authorised and regulated by the Solicitors Regulation Authority of England and Wales. The term partner is used in relation to Allen & Overy LLP to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications.  A list of the members of Allen & Overy LLP and of the non-members who are designated as partners is open to inspection at its registered office, One Bishops Square, London E1 6AD and at the above address.",OfficeInfo
15,"Milan",1,English (UK),bmkOfficeInformation,"Studio Legale Associato is affiliated with Allen & Overy LLP, a limited liability partnership registered in England and Wales.",OfficeInfo
15,"Milan",4,Italian,bmkOfficeInformation,"Studio Legale Associato è in associazione con Allen & Overy LLP, una associazione a responsabilità limitata registrata in Inghilterra e Galles.",OfficeInfo
16,"Moscow",1,English (UK),bmkOfficeInformation,"Allen & Overy Legal Services is registered in England and Wales with No. 2874608 and registered office at One Bishops Square, London E1 6AD.",OfficeInfo
16,"Moscow",13,Russian,bmkOfficeInformation,"Аллен энд Овери Легал Сервисиз зарегистрирована в Англии и Уэльсе под №2874608 по адресу: Уан Бишопс Скуэр, Лондон E1 6AD (One Bishops Square, London E1 6AD).",OfficeInfo
17,"New York",1,English (UK),bmkOfficeInformation,"Allen & Overy LLP is a limited liability partnership registered in England and Wales with registered number OC306763. It is authorised and regulated by the Solicitors Regulation Authority of England and Wales. The term partner is used in relation to Allen & Overy LLP to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications.  A list of the members of Allen & Overy LLP and of the non-members who are designated as partners is open to inspection at its registered office, One Bishops Square, London E1 6AD and at the above address.",OfficeInfo
18,"Paris",1,English (UK),bmkOfficeInformation,"Allen & Overy LLP is a limited liability partnership registered in England and Wales with registered number OC306763. It is authorised and regulated by the Solicitors Regulation Authority of England and Wales. The term partner is used in relation to Allen & Overy LLP to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications.  A list of the members of Allen & Overy LLP and of the non-members who are designated as partners is open to inspection at its registered office, One Bishops Square, London E1 6AD and at the above address.",OfficeInfo
19,"Prague - Admin",1,English (UK),bmkOfficeInformation,"Allen & Overy LLP, organizační složka is registered in the Commercial Register administered by the Municipal Court in Prague, Section A, File no. 49747, Identification no. 27142477.  Allen & Overy LLP, organizační složka je zapsána v obchodním rejstříku vedeném Městským soudem v Praze, oddíl A, vložka 49747, IČ 27142477.

Allen & Overy LLP or an affiliated undertaking has an office in each of: Abu Dhabi, Amsterdam, Antwerp, Athens, Bangkok, Beijing, Belfast, Bratislava, Brussels, Bucharest (associated office), Budapest, Casablanca, Doha, Dubai, Düsseldorf, Frankfurt, Hamburg, Hanoi, Ho Chi Minh City, Hong Kong, Istanbul, Jakarta (associated office), London, Luxembourg, Madrid, Mannheim, Milan, Moscow, Munich, New York, Paris, Perth, Prague, Riyadh (associated office), Rome, São Paulo, Shanghai, Singapore, Sydney, Tokyo, Warsaw and Washington, D.C.",OfficeInfo
19,"Prague - Admin",9,Czech,bmkOfficeInformation,"Allen & Overy LLP, organizační složka je zapsána v obchodním rejstříku vedeném Městským soudem v Praze, oddíl A, vložka 49747, IČ 27142477.

Allen & Overy LLP nebo její pobočky mají kanceláře v těchto městech: Abú Dhabí, Amsterodam, Antverpy, Athény, Bangkok, Belfast, Bratislava, Brusel, Budapešť, Bukurešť (přidružená kancelář), Casablanca, Dohá, Dubaj, Düsseldorf, Frankfurt, Hamburk, Hanoj, Ho Či Minovo Město, Hongkong, Istanbul, Jakarta (přidružená kancelář), Londýn, Lucemburk, Madrid, Mannheim, Milán, Moskva, Mnichov, New York, Paříž, Peking, Perth, Praha, Řím, Rijád (přidružená kancelář), Šanghaj, Sao Paulo, Singapur, Sydney, Tokio, Varšava, Washington, D.C.",OfficeInfo
20,"Prague - Law",1,English (UK),bmkOfficeInformation,"Allen & Overy (Czech Republic) LLP is affiliated with Allen & Overy LLP, a limited liability partnership registered in England and Wales. Allen & Overy (Czech Republic) LLP is a limited liability partnership registered in England and Wales with registered number OC341967 and its registered office at One Bishops Square, London E1 6AD. A list of the members of Allen & Overy (Czech Republic) LLP is open to inspection at its registered office.  Allen & Overy (Czech Republic) LLP je přidružená k Allen & Overy LLP, právnické osobě s ručením omezeným, zapsané v Anglii a ve Walesu. Allen & Overy (Czech Republic) LLP je právnická osoba s ručením omezeným, zapsaná v Anglii a ve Walesu pod registračním číslem OC341967 a se sídlem na adrese One Bishops Square, Londýn E1 6AD.  Seznam společníků Allen & Overy (Czech Republic) LLP je k nahlédnutí v sídle společnosti.",OfficeInfo
